1970s#n	senseval2.d001.s037.t003	1970s%1:28:00::
decision#n	semeval2013.d009.s004.t010	decision%1:09:00::
decline#v	senseval2.d002.s063.t017	decline%2:30:01::
decline#v	semeval2007.d001.s002.t006	decline%2:40:00::
decorate#v	senseval2.d000.s062.t015	decorate%2:42:00::
defeat#n	senseval3.d001.s023.t003	defeat%1:11:00::
defeat#n	senseval3.d001.s026.t007	defeat%1:11:00::
defeat#v	senseval3.d001.s022.t007	defeat%2:33:00::
defect#n	senseval2.d001.s037.t011	defect%1:26:01::
defect#n	senseval2.d001.s049.t006	defect%1:26:01::
defective#a	senseval2.d001.s016.t002	defective%5:00:00:malfunctioning:00
defective#a	senseval2.d001.s036.t003	defective%5:00:00:malfunctioning:00
defective#a	senseval2.d001.s087.t003	defective%5:00:00:malfunctioning:00
defective#a	senseval2.d001.s093.t002	defective%5:00:00:malfunctioning:00
defense#n	semeval2013.d005.s003.t001	defense%1:14:00::
defense_lawyer#n	semeval2013.d005.s008.t006	defense_lawyer%1:18:00::
defense_lawyer#n	semeval2013.d005.s018.t000	defense_lawyer%1:18:00::
defense_lawyer#n	semeval2013.d005.s020.t000	defense_lawyer%1:18:00::
define#v	semeval2015.d001.s020.t001	define%2:32:01::
define#v	semeval2015.d001.s022.t001	define%2:32:01::
define#v	semeval2015.d001.s025.t001	define%2:32:01::
define#v	semeval2015.d001.s039.t002	define%2:32:01::
definition#n	semeval2015.d001.s021.t001	definition%1:10:00::
deforestation#n	semeval2013.d000.s010.t011	deforestation%1:04:00::
defy#v	semeval2007.d000.s010.t001	defy%2:42:01::
degree#n	senseval2.d000.s028.t011	degree%1:23:00::
degree#n	senseval2.d002.s015.t004	degree%1:07:00::
degree#n	semeval2013.d006.s019.t002	degree%1:26:01::
degree#n	semeval2013.d011.s006.t001	degree%1:07:00::
degree#n	semeval2013.d011.s009.t001	degree%1:07:00::
dehydration#n	semeval2015.d000.s017.t006	dehydration%1:26:01::
delay#v	semeval2015.d000.s018.t001	delay%2:42:00::
delegate#n	semeval2013.d000.s018.t000	delegate%1:18:00::
delegate#n	semeval2013.d000.s023.t002	delegate%1:18:00::
delete#v	senseval2.d001.s064.t004	delete%2:35:00::
deliberate#a	senseval3.d000.s084.t003	deliberate%5:00:00:intended:00
delivery#n	senseval3.d000.s082.t009	delivery%1:04:04::
demagogic#a	senseval2.d002.s057.t011	demagogic%3:01:00::
demand#v	senseval2.d002.s013.t014	demand%2:42:00::
democracy#n	semeval2013.d008.s001.t001	democracy%1:14:00::
democracy#n	semeval2013.d008.s008.t003	democracy%1:14:00::
democracy#n	semeval2013.d008.s009.t001	democracy%1:14:00::
democracy#n	semeval2013.d008.s010.t005	democracy%1:14:00::
democracy#n	semeval2013.d008.s013.t003	democracy%1:14:00::
democracy#n	semeval2013.d008.s015.t004	democracy%1:14:00::
democrat#n	senseval3.d001.s029.t020	democrat%1:18:01::
democrat#n	senseval3.d001.s034.t009	democrat%1:18:01::
democrat#n	senseval3.d001.s036.t004	democrat%1:18:01::
democrat#n	senseval3.d001.s039.t002	democrat%1:18:01::
democrat#n	senseval3.d001.s040.t016	democrat%1:18:01::
democrat#n	semeval2013.d008.s012.t006	democrat%1:18:00::
democratic#a	senseval3.d001.s000.t005	democratic%3:01:00::
democratic#a	senseval3.d001.s009.t017	democratic%3:01:00::
democratic#a	senseval3.d001.s011.t009	democratic%3:01:00::
democratic#a	senseval3.d001.s012.t011	democratic%3:01:00::
democratic#a	senseval3.d001.s026.t009	democratic%3:01:00::
democratic#a	senseval3.d001.s029.t001	democratic%3:01:00::
democratic#a	senseval3.d001.s031.t015	democratic%3:01:00::
democratic#a	senseval3.d001.s033.t005	democratic%3:01:00::
democratic#a	senseval3.d001.s038.t000	democratic%3:01:00::
deny#v	semeval2007.d002.s011.t001	deny%2:40:01::
department_of_energy#n	semeval2013.d007.s027.t002	department_of_energy%1:14:00::
departure#n	senseval3.d000.s066.t011	departure%1:04:00::
deposit#n	semeval2013.d012.s010.t004	deposit%1:21:01::
deprive#v	semeval2007.d000.s032.t004	deprive%2:40:00::
depth#n	semeval2015.d002.s010.t004	depth%1:07:01::
descend#v	senseval2.d000.s019.t008	descend%2:38:00::
descend#v	semeval2007.d002.s040.t001	descend%2:38:00::
describe#v	senseval2.d000.s030.t007	describe%2:32:01::
describe#v	senseval2.d002.s022.t002	describe%2:32:00::
describe#v	semeval2007.d001.s035.t002	describe%2:32:00::
desirable#a	senseval2.d002.s048.t000	desirable%3:00:00::
desirable#a	senseval2.d002.s061.t013	desirable%3:00:00::
desirable#a	senseval2.d002.s067.t009	desirable%3:00:00::
desirable#a	senseval2.d002.s071.t001	desirable%3:00:00::
desire#v	senseval2.d000.s062.t012	desire%2:37:00::
desk#n	senseval3.d002.s082.t012	desk%1:06:00::
detail#n	semeval2013.d005.s006.t006	detail%1:09:00::
detail#n	semeval2013.d007.s011.t002	detail%1:09:00::
detective_story#n	senseval2.d000.s030.t001	detective_story%1:10:00::
determine#v	senseval2.d002.s015.t003	determine%2:31:02::
devastate#v	senseval3.d002.s000.t003	devastate%2:30:00::
develop#v	senseval2.d001.s001.t010	develop%2:30:00::
develop#v	senseval2.d001.s004.t002	develop%2:36:01::
develop#v	senseval2.d001.s016.t017	develop%2:42:00::
develop#v	senseval2.d001.s022.t016	develop%2:29:00::
develop#v	senseval2.d001.s024.t006	develop%2:29:00::
develop#v	senseval2.d001.s039.t002	develop%2:42:00::
develop#v	senseval2.d001.s048.t004	develop%2:36:01::
develop#v	senseval2.d001.s058.t010	develop%2:30:00::
develop#v	senseval2.d001.s063.t005	develop%2:42:00::
develop#v	senseval2.d001.s065.t006	develop%2:30:00::
develop#v	semeval2007.d000.s012.t001	develop%2:30:06::
develop#v	semeval2007.d000.s012.t004	develop%2:30:06::
developing_country#n	semeval2013.d000.s008.t005	developing_country%1:14:00::
developing_country#n	semeval2013.d000.s014.t002	developing_country%1:14:00::
development#n	senseval2.d001.s035.t007	development%1:22:01::
development#n	senseval2.d001.s059.t002	development%1:22:01::
development#n	senseval2.d001.s062.t004	development%1:22:01::
development#n	senseval2.d001.s067.t006	development%1:22:01::
development#n	senseval2.d002.s019.t004	development%1:22:02::
development#n	senseval2.d002.s046.t001	development%1:22:02::
development#n	semeval2013.d008.s024.t007	development%1:04:01::
development#n	semeval2015.d002.s009.t012	development%1:04:01::
devote#v	senseval3.d001.s036.t023	devote%2:32:00::
dexterity#n	senseval2.d000.s018.t008	dexterity%1:09:00::
diagnosis#n	senseval2.d001.s017.t014	diagnosis%1:04:00::
dictionary#n	semeval2015.d001.s007.t007	dictionary%1:10:00::
die#v	senseval2.d000.s064.t002	die%2:30:00::
die#v	senseval3.d000.s079.t001	die%2:30:00::
die#v	senseval3.d002.s052.t001	die%2:30:00::
diet#n	semeval2015.d003.s009.t007	diet%1:13:00::
differ#v	senseval2.d001.s011.t003	differ%2:42:00::
difference#n	senseval2.d002.s049.t010	difference%1:11:00::
difference#n	senseval3.d001.s040.t010	difference%1:07:00::
difference#n	senseval3.d001.s041.t011	difference%1:07:00::
difference#n	senseval3.d001.s045.t007	difference%1:11:00::
difference#n	semeval2013.d011.s006.t000	difference%1:07:00::
difference#n	semeval2013.d011.s009.t000	difference%1:07:00::
different#a	senseval3.d001.s001.t008	different%5:00:00:other:00
different#a	semeval2015.d002.s003.t003	different%3:00:02::
differential#n	senseval2.d002.s037.t006	differential%1:07:00::
differential#n	senseval2.d002.s037.t009	differential%1:07:00::
difficult#a	senseval3.d001.s025.t004	difficult%3:00:00::
dilemma#n	senseval3.d001.s042.t008	dilemma%1:09:00::
diminish#v	senseval2.d000.s013.t004	diminish%2:30:00::
diner#n	semeval2007.d002.s004.t000	diner%1:18:00::
dinner#n	semeval2013.d009.s001.t007	dinner%1:13:00::
dinner#n	semeval2013.d009.s006.t003	dinner%1:14:00::
dinner#n	semeval2013.d009.s007.t001	dinner%1:14:00::
dinner#n	semeval2013.d009.s009.t000	dinner%1:13:00::
dinner#n	semeval2013.d009.s011.t001	dinner%1:14:00::
direct#a	semeval2015.d002.s005.t009	direct%5:00:00:immediate:00
directive#n	semeval2013.d006.s025.t005	directive%1:10:00::
director#n	senseval2.d001.s026.t012	director%1:18:00::
director#n	semeval2007.d000.s018.t001	director%1:18:00::
directorate#n	semeval2015.d002.s008.t010	directorate%1:14:00::
disadvantage#n	senseval3.d001.s027.t008	disadvantage%1:07:00::
disadvantage#n	semeval2013.d001.s011.t000	disadvantage%1:07:00::
disadvantage#n	semeval2013.d003.s011.t003	disadvantage%1:07:00::
disappointing#a	senseval2.d002.s019.t011	disappointing%5:00:00:unsatisfactory:00
disassemble#v	semeval2007.d002.s050.t005	disassemble%2:36:00::
discipline#n	semeval2013.d006.s005.t001	discipline%1:04:01::
disciplined#a	senseval2.d002.s011.t006	disciplined%5:00:00:controlled:00
disciplined#a	senseval2.d002.s018.t009	disciplined%5:00:00:controlled:00
disco#n	senseval2.d000.s012.t003	disco%1:06:00::
discontinue#v	semeval2015.d000.s018.t002	discontinue%2:30:00::
discordant#a	senseval2.d000.s006.t001	discordant%3:00:00::
discourage#v	senseval3.d001.s026.t002	discourage%2:32:01::
discover#v	senseval2.d001.s011.t006	discover%2:31:03::
discover#v	semeval2007.d000.s001.t002	discover%2:31:01::
discover#v	semeval2007.d001.s006.t003	discover%2:40:00::
discovery#n	senseval2.d001.s001.t002	discovery%1:04:00::
discovery#n	senseval2.d001.s005.t001	discovery%1:04:00::
discovery#n	senseval2.d001.s025.t003	discovery%1:04:00::
discovery#n	senseval2.d001.s029.t002	discovery%1:04:00::
discovery#n	senseval2.d001.s077.t000	discovery%1:04:00::
discovery#n	senseval2.d001.s089.t000	discovery%1:09:00::
discovery#n	senseval2.d001.s090.t010	discovery%1:04:00::
discovery#n	senseval2.d001.s094.t003	discovery%1:04:00::
discovery#n	semeval2013.d007.s001.t000	discovery%1:10:00::
discovery#n	semeval2013.d007.s011.t007	discovery%1:04:00::
discovery#n	semeval2013.d007.s013.t000	discovery%1:09:00::
discovery#n	semeval2013.d007.s016.t000	discovery%1:10:00::
discrimination#n	semeval2015.d002.s019.t006	discrimination%1:04:00::
discrimination#n	semeval2015.d002.s020.t005	discrimination%1:04:00::
discussion#n	semeval2015.d000.s003.t007	discussion%1:10:02::
disdain#n	senseval3.d001.s020.t003	disdain%1:12:00::
disease#n	senseval2.d001.s032.t008	disease%1:26:00::
disease#n	senseval2.d001.s043.t010	disease%1:26:00::
disease#n	semeval2015.d000.s025.t011	disease%1:26:00::
disease#n	semeval2015.d000.s027.t013	disease%1:26:00::
dismiss#v	semeval2007.d000.s024.t000	dismiss%2:32:00::
display#v	senseval3.d001.s007.t007	display%2:39:00::
display#v	senseval3.d001.s046.t009	display%2:39:00::
display#v	semeval2015.d001.s050.t003	display%2:39:00::
disproportionate#a	senseval3.d001.s029.t004	disproportionate%3:00:00::
disproportionate#a	senseval3.d001.s040.t014	disproportionate%3:00:00::
dispute#n	semeval2013.d012.s002.t008	dispute%1:10:00::
distinct#a	senseval2.d002.s023.t003	distinct%5:00:00:separate:00
distinction#n	semeval2013.d008.s028.t006	distinction%1:26:00::
distressed#a	senseval3.d002.s083.t001	distressed%3:00:04::
district#n	senseval2.d000.s024.t005	district%1:15:00::
district#n	senseval3.d001.s000.t003	district%1:15:00::
district#n	senseval3.d001.s001.t006	district%1:15:00::
district#n	senseval3.d001.s016.t006	district%1:15:00::
district#n	senseval3.d001.s016.t013	district%1:15:00::
district#n	senseval3.d001.s039.t007	district%1:15:00::
diversity#n	semeval2013.d011.s020.t001	diversity%1:07:02::
divide#v	semeval2015.d000.s022.t007	divide%2:35:00::
division#n	senseval2.d001.s010.t008	division%1:04:00::
division#n	semeval2015.d001.s012.t003	division%1:04:01::
divorce#n	senseval3.d000.s125.t002	divorce%1:04:00::
divorce#v	senseval3.d000.s123.t005	divorce%2:41:00::
dna#n	senseval2.d001.s071.t001	dna%1:27:00::
dna#n	semeval2015.d000.s023.t011	dna%1:27:00::
do#v	senseval3.d000.s014.t002	do%2:36:01::
do#v	senseval3.d000.s041.t000	do%2:36:01::
do#v	senseval3.d000.s075.t009	do%2:41:04::
do#v	senseval3.d000.s089.t003	do%2:41:01::
do#v	senseval3.d000.s135.t000	do%2:41:02::
do#v	senseval3.d000.s141.t002	do%2:36:02::
do#v	senseval3.d000.s142.t001	do%2:41:04::
do#v	senseval3.d001.s020.t021	do%2:36:01::
do#v	senseval3.d002.s087.t001	do%2:36:02::
do#v	senseval3.d002.s091.t004	do%2:36:01::
do#v	semeval2007.d002.s041.t000	do%2:36:01::
do#v	semeval2015.d001.s008.t006	do%2:41:04::
do#v	semeval2015.d001.s009.t005	do%2:41:04::
do#v	semeval2015.d001.s047.t003	do%2:41:04::
doctor#n	senseval2.d001.s025.t010	doctor%1:18:00::
doctor#n	semeval2015.d000.s002.t012	doctor%1:18:00::
doctor#n	semeval2015.d000.s013.t003	doctor%1:18:00::
doctoral#a	senseval2.d001.s060.t000	doctoral%3:01:00::
document#n	semeval2013.d000.s001.t007	document%1:10:00::
document#n	semeval2013.d000.s007.t000	document%1:10:00::
document#n	semeval2015.d000.s000.t000	document%1:10:00::
document#n	semeval2015.d003.s000.t000	document%1:10:00::
document#v	semeval2015.d002.s015.t002	document%2:32:00::
dog#n	senseval3.d002.s097.t003	dog%1:05:00::
dog#n	senseval3.d002.s099.t004	dog%1:05:00::
dog#n	senseval3.d002.s100.t008	dog%1:05:00::
dog#n	senseval3.d002.s100.t011	dog%1:05:00::
dog#n	senseval3.d002.s106.t003	dog%1:05:00::
dog#n	semeval2015.d003.s008.t001	dog%1:05:00::
dog#n	semeval2015.d003.s014.t004	dog%1:05:00::
dog#n	semeval2015.d003.s016.t009	dog%1:05:00::
dog#n	semeval2015.d003.s016.t012	dog%1:05:00::
dog#n	semeval2015.d003.s017.t002	dog%1:05:00::
dog#n	semeval2015.d003.s018.t005	dog%1:05:00::
dollar#n	semeval2013.d002.s000.t002	dollar%1:23:00::
dollar#n	semeval2013.d002.s001.t006	dollar%1:23:00::
dollar#n	semeval2013.d002.s009.t002	dollar%1:23:00::
dollar#n	semeval2013.d012.s002.t006	dollar%1:23:00::
dollar#n	semeval2013.d012.s008.t000	dollar%1:23:00::
dollar#n	semeval2013.d012.s021.t007	dollar%1:23:00::
dollar#n	semeval2013.d012.s022.t003	dollar%1:23:00::
dominate#v	senseval2.d002.s004.t002	dominate%2:42:01::
dominican_republic#n	semeval2013.d008.s028.t008	dominican_republic%1:15:00::
doom#v	senseval2.d002.s041.t008	doom%2:32:01::
door#n	senseval2.d000.s004.t004	door%1:06:00::
door#n	senseval3.d000.s066.t005	door%1:06:01::
door#n	senseval3.d002.s086.t003	door%1:06:01::
door#n	senseval3.d002.s100.t001	door%1:06:00::
door#n	semeval2013.d003.s008.t001	door%1:07:00::
doorway#n	senseval3.d002.s100.t013	doorway%1:06:00::
doorway#n	senseval3.d002.s111.t006	doorway%1:06:00::
dosage#n	semeval2015.d003.s021.t005	dosage%1:06:00::
dose#n	semeval2015.d000.s014.t000	dose%1:06:00::
dose#n	semeval2015.d000.s017.t011	dose%1:06:00::
dose#n	semeval2015.d000.s018.t003	dose%1:06:00::
dose#n	semeval2015.d003.s021.t008	dose%1:06:00::
doubt#n	senseval2.d001.s073.t000	doubt%1:09:00::
dow_jones#n	semeval2013.d002.s001.t007	dow_jones%1:10:00::
down#r	senseval2.d001.s070.t005	down%4:02:00::
down#r	semeval2015.d001.s046.t001	down%4:02:04::
downright#r	senseval2.d002.s072.t004	downright%4:02:00::
downtown#n	senseval3.d002.s029.t003	downtown%1:15:00::
downtown#n	senseval3.d002.s080.t000	downtown%1:15:00::
downtown#n	senseval3.d002.s092.t004	downtown%1:15:00::
dozen#n	senseval2.d001.s033.t003	dozen%1:23:00::
draft#n	semeval2013.d000.s021.t001	draft%1:10:00::
draft#n	semeval2013.d000.s025.t006	draft%1:10:00::
drain#v	senseval3.d000.s083.t007	drain%2:30:01::
dramatic#a	senseval3.d002.s045.t001	dramatic%5:00:00:impressive:00
dramatization#n	semeval2013.d006.s008.t011	dramatization%1:04:01::
draw#v	senseval2.d000.s047.t002	draw%2:35:06::
draw#v	senseval2.d000.s048.t003	draw%2:35:06::
dream#n	senseval3.d000.s095.t002	dream%1:09:01::
dream#n	senseval3.d000.s095.t003	dream%1:09:01::
dream#n	senseval3.d000.s096.t001	dream%1:09:01::
dress#v	senseval2.d000.s062.t014	dress%2:29:07::
drift#v	senseval2.d000.s012.t006	drift%2:38:04::
drift#v	semeval2007.d002.s029.t002	drift%2:38:02::
drink#n	senseval3.d000.s004.t003	drink%1:13:04::
drink#n	senseval3.d000.s004.t004	drink%1:13:04::
drink#n	senseval3.d000.s025.t008	drink%1:13:04::
drink#n	senseval3.d000.s027.t005	drink%1:13:04::
drink#n	senseval3.d000.s085.t002	drink%1:13:04::
drink#n	senseval3.d000.s116.t005	drink%1:13:04::
drink#n	senseval3.d000.s118.t002	drink%1:13:04::
drink#n	senseval3.d000.s120.t000	drink%1:13:04::
drink#v	senseval3.d000.s098.t006	drink%2:34:01::
drink#v	senseval3.d002.s106.t005	drink%2:34:01::
drinking#n	senseval3.d000.s011.t003	drinking%1:04:01::
drip#v	semeval2015.d000.s005.t004	drip%2:35:10::
drive#v	senseval2.d000.s010.t007	drive%2:38:00::
drive#v	senseval3.d002.s040.t000	drive%2:38:01::
drive#v	senseval3.d002.s041.t006	drive%2:38:00::
drive#v	semeval2007.d002.s049.t000	drive%2:38:00::
drive#v	semeval2007.d002.s051.t003	drive%2:38:00::
driver#n	senseval3.d000.s016.t007	driver%1:18:00::
driver#n	senseval3.d000.s018.t000	driver%1:18:00::
driver#n	senseval3.d000.s020.t000	driver%1:18:00::
driver#n	semeval2007.d002.s028.t003	driver%1:18:00::
drop#n	semeval2013.d008.s011.t002	drop%1:07:00::
drought#n	semeval2013.d000.s010.t010	drought%1:26:00::
drug#n	senseval2.d001.s091.t004	drug%1:06:00::
drunk#a	senseval3.d000.s003.t001	drunk%3:00:00::
drunk#a	senseval3.d000.s008.t001	drunk%3:00:00::
dual#a	senseval2.d001.s056.t003	dual%5:00:00:multiple:00
dubious#a	senseval2.d001.s072.t003	dubious%5:00:00:unconvinced:00
dubious#a	senseval2.d002.s073.t000	dubious%5:00:00:questionable:00
duck#n	senseval3.d002.s073.t000	duck%1:05:00::
duffer#n	semeval2007.d002.s052.t003	duffer%1:18:00::
dump#v	senseval2.d002.s023.t001	dump%2:38:00::
duration#n	semeval2015.d003.s021.t013	duration%1:28:02::
dustup#n	senseval2.d000.s042.t004	dustup%1:10:00::
duty#n	senseval3.d001.s035.t002	duty%1:04:02::
duty#n	senseval3.d001.s039.t011	duty%1:04:02::
dwindle#v	senseval2.d000.s037.t003	dwindle%2:30:00::
e-mail#n	semeval2013.d000.s025.t009	e-mail%1:10:00::
earlier#r	senseval2.d001.s073.t005	earlier%4:02:00::
early#a	senseval2.d001.s011.t007	early%3:00:00::
early#a	senseval2.d002.s049.t002	early%5:00:00:young:00
early#a	semeval2015.d002.s018.t002	early%3:00:00::
early#r	senseval2.d001.s016.t007	early%4:02:01::
earth#n	semeval2013.d007.s002.t002	earth%1:17:00::
earth#n	semeval2013.d007.s009.t003	earth%1:17:00::
earth#n	semeval2013.d007.s010.t002	earth%1:17:00::
earth#n	semeval2013.d007.s023.t006	earth%1:17:00::
earth#n	semeval2013.d007.s025.t002	earth%1:17:00::
earth#n	semeval2013.d007.s026.t003	earth%1:17:00::
earthquake#n	senseval3.d002.s000.t004	earthquake%1:11:00::
earthquake#n	senseval3.d002.s016.t011	earthquake%1:11:00::
earthworm#n	senseval3.d002.s125.t005	earthworm%1:05:00::
easily#r	semeval2015.d000.s009.t012	easily%4:02:01::
easy#a	senseval2.d000.s016.t000	easy%3:00:01::
easy#a	semeval2015.d001.s028.t000	easy%3:00:01::
easy#a	semeval2015.d001.s042.t002	easy%3:00:01::
echo#v	senseval2.d002.s044.t002	echo%2:32:00::
econometric#a	senseval3.d001.s045.t000	econometric%3:01:00::
economic#a	senseval3.d001.s007.t001	economic%3:01:00::
economic#a	senseval3.d001.s012.t005	economic%3:01:00::
economic#a	semeval2015.d002.s008.t021	economic%3:01:01::
economic_commission_for_latin_america#n	semeval2013.d008.s018.t001	economic_commission_for_latin_america%1:14:00::
economic_growth#n	semeval2013.d008.s010.t002	economic_growth%1:22:00::
economic_growth#n	semeval2013.d011.s012.t013	economic_growth%1:22:00::
economic_growth#n	semeval2013.d011.s020.t005	economic_growth%1:22:00::
economist#n	senseval3.d001.s034.t001	economist%1:18:00::
economist#n	semeval2013.d011.s012.t000	economist%1:18:00::
economy#n	semeval2013.d000.s017.t001	economy%1:14:00::
economy#n	semeval2013.d008.s011.t001	economy%1:14:00::
economy#n	semeval2013.d011.s000.t003	economy%1:14:00::
economy#n	semeval2013.d011.s008.t003	economy%1:14:00::
ecuador#n	semeval2013.d008.s028.t007	ecuador%1:15:00::
edition#n	semeval2013.d007.s005.t004	edition%1:10:02::
editor#n	semeval2013.d003.s008.t007	editor%1:18:00::
educate#v	senseval2.d002.s034.t004	educate%2:41:00::
education#n	senseval2.d002.s003.t003	education%1:04:00::
education#n	senseval2.d002.s011.t003	education%1:04:00::
education#n	senseval2.d002.s013.t007	education%1:09:00::
